\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2025-01-27 08:02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2024-04-24,14,0,10,25,0,0,15,0,900,963,0,47,42,0,190,91,18,622,606,0,0,0,0,0,2,0,0,0,0,9,32,0,0,0,0,0,1,0,0,0,0,0,0,18,1778,1777
2024-04-24,15,0,10,18,0,0,15,0,900,1077,0,50,44,0,304,159,9,622,608,0,0,0,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,9,1895,1952
2024-04-24,16,0,10,6,0,0,15,0,900,992,0,42,42,0,185,116,9,622,611,0,0,0,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,9,1768,1813
2024-04-24,17,0,10,-1,0,0,15,0,673,851,0,50,40,0,102,6,9,622,610,0,0,0,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,9,1466,1554
2024-04-24,18,0,10,1,0,0,15,0,842,772,0,47,45,0,105,143,9,622,607,0,0,0,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,9,1635,1614
2024-04-24,19,0,0,-7,0,0,15,0,720,730,0,0,-2,33,190,60,9,550,534,0,0,0,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,42,1469,1359
2024-04-24,20,0,10,-6,0,0,15,3,680,718,0,25,20,518,370,-190,9,500,490,0,0,0,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,530,1594,1078
2024-04-24,21,0,0,-16,0,0,15,2,460,653,0,47,37,472,359,-258,9,550,542,0,0,0,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,483,1425,1006
2024-04-24,22,0,10,-39,0,0,15,0,293,611,0,47,48,0,250,77,9,600,588,0,0,0,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,9,1209,1327
2024-04-24,23,0,10,6,0,0,15,0,270,223,0,25,28,0,180,307,9,610,598,0,0,0,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,9,1104,1202
2024-04-24,24,26,73,35,0,0,15,0,355,106,0,49,47,0,30,295,9,610,598,0,0,0,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,35,1126,1121
2024-04-25,1,26,36,6,0,0,15,0,542,278,0,47,47,0,30,300,9,610,598,0,0,0,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,35,1274,1277
2024-04-25,2,26,49,20,0,0,15,0,515,450,0,25,31,0,355,459,9,610,598,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,0,35,1563,1591
2024-04-25,3,26,49,23,0,0,15,0,670,472,0,25,27,0,255,435,9,610,597,0,0,0,0,0,2,0,0,0,0,9,-13,0,0,0,0,0,1,0,0,0,0,0,0,35,1618,1559
2024-04-25,4,26,49,21,0,0,15,0,833,776,0,25,26,0,296,381,9,610,597,0,0,0,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,35,1822,1808
2024-04-25,5,26,49,15,0,0,15,0,897,589,0,25,25,0,160,392,9,610,586,0,0,0,0,0,2,0,0,0,0,9,-12,0,0,0,0,0,1,0,0,0,0,0,0,35,1750,1613
2024-04-25,6,26,0,-20,0,0,15,0,872,595,0,10,8,63,95,307,9,127,121,0,0,0,0,0,2,0,0,0,0,9,-16,0,0,0,0,0,1,0,0,0,0,0,0,98,1113,1013
2024-04-25,7,0,0,-11,0,0,15,1,440,612,0,0,1,100,75,-118,74,81,0,0,0,0,0,0,2,0,0,0,0,9,-5,0,0,0,0,0,1,0,0,0,0,0,0,175,605,497
2024-04-25,8,0,0,3,0,0,15,2,417,800,0,0,-4,110,75,-268,121,0,-107,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,233,501,439
2024-04-25,9,0,49,53,0,0,15,0,217,343,0,25,13,0,155,90,9,300,289,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,9,755,802
2024-04-25,10,0,50,53,0,0,15,0,340,227,0,25,28,100,0,59,9,620,605,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,109,1044,987
2024-04-25,11,0,49,60,0,0,15,0,407,355,0,25,26,0,0,30,9,620,613,0,0,0,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,0,0,0,0,9,1110,1113
2024-04-25,12,0,49,57,0,0,15,0,395,410,0,0,3,0,75,16,9,620,613,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,9,1148,1123
2024-04-25,13,0,49,54,0,0,15,0,395,465,0,0,3,0,75,86,9,620,609,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,9,1148,1240
2024-04-25,14,0,49,54,0,0,15,0,305,251,0,0,-1,0,78,224,9,520,506,0,0,0,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,9,961,1055
2024-04-25,15,0,49,62,0,0,15,0,405,129,0,0,2,0,100,355,9,520,508,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1083,1074
2024-04-25,16,0,49,47,0,0,15,0,190,64,0,0,1,0,85,174,9,620,603,0,0,0,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,0,9,953,911
2024-04-25,17,0,49,49,0,0,15,0,190,33,0,0,3,0,80,213,26,520,493,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,26,848,815
2024-04-25,18,0,15,24,0,0,15,0,140,-33,0,0,4,0,102,285,26,620,579,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,26,886,885
2024-04-25,19,0,0,-9,0,0,15,3,190,-9,0,0,-2,280,100,10,26,300,269,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,309,599,285
2024-04-25,20,20,0,-18,0,0,15,3,340,159,0,0,-1,395,100,-161,26,123,105,0,0,0,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,0,0,0,0,444,572,115
2024-04-25,21,50,0,-47,0,0,15,3,140,263,0,0,1,285,84,-251,24,430,402,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,362,663,395
2024-04-25,22,0,0,-9,0,0,15,0,90,194,0,0,1,0,80,-85,9,610,598,0,0,0,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,9,789,729
2024-04-25,23,0,49,34,0,0,15,0,178,263,0,0,0,0,170,62,9,610,600,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,9,1016,986
2024-04-25,24,26,41,14,0,0,15,0,465,165,0,0,0,0,150,415,9,610,601,0,0,0,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,0,0,0,0,35,1275,1224
2024-04-26,1,26,49,26,0,0,15,0,280,277,0,0,-1,0,250,222,9,610,600,0,0,0,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,0,0,0,0,35,1198,1156
2024-04-26,2,26,19,-15,0,0,15,0,319,474,0,32,28,0,430,330,9,610,599,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,35,1419,1443
2024-04-26,3,76,49,-22,0,0,15,0,571,552,0,0,-1,0,555,554,9,610,600,0,0,0,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0,85,1794,1711
2024-04-26,4,26,49,23,0,0,15,0,730,662,0,0,-3,0,507,535,9,610,601,0,0,0,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,35,1905,1853
2024-04-26,5,26,49,24,0,0,15,0,280,538,0,0,1,0,509,321,9,610,595,0,0,0,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,35,1457,1509
2024-04-26,6,26,0,-22,0,0,15,0,389,503,0,0,1,0,475,407,9,485,478,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,35,1358,1391
2024-04-26,7,0,0,-6,0,0,15,0,190,412,0,0,-1,0,150,-116,9,610,598,0,0,0,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,9,959,908
2024-04-26,8,0,49,46,0,0,15,1,90,580,0,3,-2,168,150,-369,9,610,601,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,178,911,876
2024-04-26,9,0,49,47,0,0,15,0,280,536,0,24,24,0,400,224,9,610,600,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,9,1372,1451
2024-04-26,10,0,24,32,0,0,15,0,280,378,0,47,46,0,325,167,9,610,600,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,9,1295,1238
2024-04-26,11,0,49,50,0,0,15,0,240,195,0,47,45,0,55,26,9,610,600,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,9,1010,930
2024-04-26,12,0,35,36,0,0,15,0,247,186,0,27,28,0,205,231,9,610,601,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,0,0,0,0,9,1133,1093
2024-04-26,13,0,49,55,0,0,15,0,247,224,0,27,28,0,117,164,9,610,601,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,9,1059,1086
2024-04-26,14,0,49,49,0,0,15,0,247,311,0,27,26,0,289,361,9,610,601,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,9,1231,1365
2024-04-26,15,0,10,1,0,0,15,0,337,324,0,50,44,0,200,333,9,610,601,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,9,1216,1329
2024-04-26,16,0,50,36,0,0,15,0,337,132,0,50,50,0,125,355,9,610,601,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,9,1181,1198
2024-04-26,17,0,10,14,0,0,15,0,280,140,0,50,50,0,165,317,9,610,601,0,0,0,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,0,0,0,0,9,1124,1147
2024-04-26,18,0,50,52,0,0,15,0,280,124,0,50,50,0,317,529,9,610,601,0,0,0,0,0,2,0,0,0,0,9,-13,0,0,0,0,0,1,0,0,0,0,0,0,9,1316,1361
2024-04-26,19,44,64,18,0,0,15,0,430,194,0,50,49,0,215,483,9,610,600,0,0,0,0,0,2,0,0,0,0,9,-17,0,0,0,0,0,1,0,0,0,0,0,0,53,1378,1345
2024-04-26,20,0,10,18,0,0,15,2,307,98,0,47,47,148,405,499,9,610,600,0,0,0,0,0,2,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,0,0,0,0,159,1388,1266
2024-04-26,21,0,10,12,0,0,15,0,180,-5,0,47,46,0,400,599,9,611,600,0,0,0,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,9,1257,1259
2024-04-26,22,3,13,17,0,0,15,0,155,-138,0,47,46,0,675,919,9,624,613,0,0,0,0,0,2,0,0,0,0,9,-12,0,0,0,0,0,1,0,0,0,0,0,0,12,1523,1463
2024-04-26,23,0,50,51,0,0,15,0,540,255,0,27,26,0,785,984,9,620,613,0,0,0,0,0,2,0,0,0,0,9,-10,0,0,0,0,0,1,0,0,0,0,0,0,9,2031,1937
2024-04-26,24,26,76,44,0,0,15,0,436,182,0,50,47,0,950,1180,9,620,606,0,0,0,0,0,2,0,0,0,0,9,-15,0,0,0,0,0,1,0,0,0,0,0,0,35,2141,2062
2024-04-27,1,26,76,43,0,0,15,0,536,480,0,50,47,0,1000,991,9,442,433,0,0,0,0,0,2,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,0,0,0,0,35,2113,1998
2024-04-27,2,26,76,48,0,0,15,0,723,493,0,50,47,0,1000,1140,9,537,528,0,0,0,0,0,2,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,0,0,0,0,35,2395,2260
2024-04-27,3,26,76,41,0,0,15,0,545,274,0,50,46,0,875,1117,9,559,546,0,0,0,0,0,2,0,0,0,0,9,-15,0,0,0,0,0,1,0,0,0,0,0,0,35,2114,2027
2024-04-27,4,26,36,27,0,0,15,0,587,458,0,50,50,0,1000,1058,9,558,538,0,0,0,0,0,2,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,0,0,0,0,35,2240,2135
2024-04-27,5,26,19,-7,0,0,15,0,757,578,0,50,47,0,1000,1170,9,371,358,0,0,0,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,35,2206,2153
2024-04-27,6,26,19,1,0,0,15,0,742,432,0,50,50,0,1000,1270,9,371,354,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,1,0,0,0,0,0,0,35,2191,2117
2024-04-27,7,0,10,24,0,0,15,0,732,433,0,47,45,0,1000,1239,9,345,331,0,0,0,0,0,2,0,0,0,0,9,-5,0,0,0,0,0,1,0,0,0,0,0,0,9,2143,2085
2024-04-27,8,0,10,1,0,0,15,0,530,245,0,47,47,0,797,1089,9,345,329,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,9,1738,1725
2024-04-27,9,0,50,40,0,0,15,0,290,87,0,24,25,0,848,1027,9,302,296,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,1,0,0,0,0,0,0,9,1523,1485
2024-04-27,10,0,50,64,0,0,15,0,291,110,0,27,27,0,591,656,9,501,489,0,0,0,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,9,1469,1353
2024-04-27,11,0,0,55,0,0,15,0,274,216,0,3,8,0,268,335,9,500,491,0,0,0,0,0,2,0,0,0,0,9,-13,0,0,0,0,0,1,0,0,0,0,0,0,9,1054,1110
2024-04-27,12,0,50,49,0,0,15,0,425,376,0,49,45,0,225,331,9,489,487,0,0,0,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,0,0,0,0,9,1247,1295
2024-04-27,13,0,10,57,0,0,15,0,435,329,0,50,45,0,199,242,9,623,610,0,0,0,0,0,2,0,0,0,0,9,-9,0,0,0,0,0,1,0,0,0,0,0,0,9,1326,1292
2024-04-27,14,0,50,47,0,0,15,0,515,457,0,47,46,0,120,243,9,623,612,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,1,0,0,0,0,0,0,9,1364,1415
2024-04-27,15,0,10,19,0,0,15,0,692,623,0,50,45,0,231,385,9,623,612,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,1,0,0,0,0,0,0,9,1615,1694
2024-04-27,16,0,10,10,0,0,15,0,873,588,0,50,45,0,176,485,9,623,605,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,9,1741,1753
2024-04-27,17,0,0,11,0,0,15,0,583,416,0,24,23,0,277,404,9,478,465,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1371,1337
2024-04-27,18,0,0,23,0,0,15,0,703,436,0,15,11,0,369,685,18,496,474,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,18,1592,1652
2024-04-27,19,0,24,16,0,0,15,0,823,411,0,39,27,0,283,684,18,501,467,0,0,0,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,0,18,1679,1627
2024-04-27,20,0,0,-4,0,0,15,0,566,400,0,15,16,0,478,655,18,264,251,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,18,1332,1335
2024-04-27,21,0,10,-6,0,0,15,0,661,647,0,47,43,0,452,471,9,449,433,0,0,0,0,0,2,0,0,0,0,9,-9,0,0,0,0,0,1,0,0,0,0,0,0,9,1628,1597
2024-04-27,22,0,10,1,0,0,15,0,710,783,0,47,42,0,756,631,9,424,418,0,0,0,0,0,2,0,0,0,0,9,-12,0,0,0,0,0,1,0,0,0,0,0,0,9,1956,1881
2024-04-27,23,0,10,13,0,0,15,0,833,988,0,47,48,0,1000,794,9,623,607,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,9,2522,2466
2024-04-27,24,26,36,-4,0,0,15,0,565,705,0,47,42,0,825,670,9,500,485,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,35,1982,1916
2024-04-28,1,26,36,3,0,0,15,0,900,898,0,50,44,0,890,817,9,301,290,0,0,0,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,35,2186,2071
2024-04-28,2,26,76,42,0,0,15,0,900,995,0,50,49,0,1000,807,9,301,295,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,35,2336,2205
2024-04-28,3,26,36,16,0,0,15,0,900,1097,0,50,49,0,1000,711,9,577,557,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,35,2572,2445
2024-04-28,4,26,36,13,0,0,15,0,723,1003,0,39,38,0,1000,706,9,474,457,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,35,2281,2231
2024-04-28,5,26,76,39,0,0,15,0,748,932,0,39,38,0,933,678,9,350,335,0,0,0,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,35,2155,2043
2024-04-28,6,26,49,36,0,0,15,0,840,857,0,50,49,0,883,747,9,300,288,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,35,2131,2004
2024-04-28,7,0,49,40,0,0,15,0,555,612,0,50,44,0,450,350,9,300,282,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,0,9,1413,1361
2024-04-28,8,0,50,46,0,0,15,0,390,386,0,50,44,0,405,451,0,0,2,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,895,972
2024-04-28,9,0,0,10,0,0,15,0,178,174,0,15,15,0,2,-7,0,0,-3,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,195,233
2024-04-28,10,0,0,-3,0,0,15,0,50,307,0,10,11,14,0,-197,0,0,-3,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,14,60,160
2024-04-28,11,0,0,1,0,0,15,100,50,223,0,0,-2,150,40,-343,0,0,-3,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,250,90,-85
2024-04-28,12,0,10,13,0,0,15,93,50,235,0,25,26,62,0,-199,0,0,-3,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,155,85,110
2024-04-28,13,0,10,26,0,0,15,0,165,346,0,25,26,0,0,-130,0,0,-10,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,200,293
2024-04-28,14,0,10,0,0,0,15,0,305,372,0,47,44,0,50,-14,900,0,-858,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,900,412,-423
2024-04-28,15,0,10,7,0,0,15,100,213,40,0,47,44,125,50,-12,800,0,-802,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1025,320,-690
2024-04-28,16,0,10,8,0,0,15,0,380,16,0,35,34,25,0,337,625,0,-618,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,650,425,-190
2024-04-28,17,0,10,10,0,0,15,0,240,210,0,24,4,0,52,115,0,0,-12,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,326,365
2024-04-28,18,0,0,6,0,0,15,2,200,54,0,3,9,25,5,174,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,27,208,283
2024-04-28,19,0,0,5,0,0,15,3,350,30,0,0,2,413,155,76,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,416,505,150
2024-04-28,20,0,0,11,0,0,15,103,454,342,0,10,8,272,225,-29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,375,689,371
2024-04-28,21,0,0,-9,0,0,15,3,462,524,0,35,30,110,200,63,9,0,8,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,122,697,655
2024-04-28,22,0,10,3,0,0,15,0,537,732,0,47,47,0,200,80,9,400,391,0,0,0,0,0,2,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,9,1203,1291
2024-04-28,23,0,10,-1,0,0,15,0,536,854,0,47,44,0,204,-42,9,1000,967,0,0,0,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,0,0,0,0,9,1806,1861
2024-04-28,24,26,36,1,0,0,15,0,567,711,0,47,46,0,225,52,9,600,593,0,0,0,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,35,1484,1439
2024-04-29,1,28,78,35,0,0,15,0,715,825,0,47,43,0,475,290,9,600,583,0,0,0,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,37,1924,1811
2024-04-29,2,28,78,57,0,0,15,0,800,1062,0,50,49,0,675,302,9,600,587,0,0,0,0,0,2,0,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,37,2212,2093
2024-04-29,3,28,78,61,0,0,15,0,755,820,0,34,35,0,750,491,9,700,695,0,0,0,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,0,0,0,0,37,2326,2131
2024-04-29,4,28,73,49,0,0,15,0,576,600,0,34,34,0,627,551,9,1000,978,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,0,37,2319,2245
2024-04-29,5,28,24,7,0,0,15,0,450,691,0,24,21,0,660,397,9,852,835,0,0,0,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,0,0,0,0,37,2019,1990
2024-04-29,6,28,24,-6,0,0,15,0,500,710,0,24,21,0,260,175,18,733,719,0,0,0,0,0,2,0,0,0,0,9,23,0,0,0,0,0,1,0,0,0,0,0,0,46,1550,1660
2024-04-29,7,0,0,-3,0,0,15,0,400,572,0,12,13,0,160,-86,18,980,947,0,0,0,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,18,1561,1491
2024-04-29,8,0,10,5,0,0,15,0,190,389,0,34,34,25,0,-216,18,600,577,0,0,0,0,0,2,0,0,0,0,9,32,0,0,0,0,0,1,0,0,0,0,0,0,43,843,839
2024-04-29,9,0,10,14,0,0,15,0,150,395,0,50,47,100,0,-268,9,463,453,0,0,0,0,0,2,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,109,682,689
2024-04-29,10,0,0,12,0,0,15,0,325,659,0,0,2,0,0,-323,9,507,493,0,0,0,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,0,0,0,0,9,841,890
2024-04-29,11,0,0,-10,0,0,15,0,350,510,0,0,-2,0,25,-14,28,521,501,0,0,0,0,0,2,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,28,905,1031
2024-04-29,12,0,0,2,0,0,15,0,400,447,0,0,-3,100,25,-158,22,732,713,0,0,0,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,0,0,0,0,122,1166,1045
2024-04-29,13,0,24,-8,0,0,15,0,455,285,0,24,15,0,85,338,9,1100,1082,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,9,1697,1739
2024-04-29,14,0,0,5,0,0,15,0,755,518,0,25,26,0,235,499,9,1100,1095,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,9,2124,2163
2024-04-29,15,0,0,-2,0,0,15,0,700,685,0,0,9,0,435,402,9,1200,1193,0,0,0,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,9,2344,2308
2024-04-29,16,0,10,0,0,0,15,0,773,422,0,50,39,0,237,518,9,1161,1146,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,9,2240,2149
2024-04-29,17,0,10,22,0,0,15,0,700,467,0,24,28,0,583,684,9,874,867,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,0,0,0,0,9,2200,2101
2024-04-29,18,0,24,21,0,0,15,0,665,478,0,50,48,0,450,618,9,937,914,0,0,0,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,0,0,0,0,9,2135,2121
2024-04-29,19,0,0,0,0,0,15,0,705,518,0,0,2,100,313,529,9,508,499,0,0,0,0,0,2,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,109,1535,1586
2024-04-29,20,0,0,8,0,0,15,2,550,188,0,0,7,287,133,190,9,522,521,0,0,0,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,298,1214,934
2024-04-29,21,0,0,-8,0,0,15,75,540,229,0,25,22,250,127,131,22,1100,1067,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,0,0,0,0,347,1801,1464
2024-04-29,22,0,0,1,0,0,15,0,815,547,0,31,26,0,150,402,9,1139,1130,0,0,0,0,0,2,0,0,0,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,9,2144,2144
2024-04-29,23,0,10,15,0,0,15,0,700,728,0,28,29,100,459,457,9,1198,1191,0,0,0,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,0,0,0,0,109,2404,2457
