\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2025-01-27 08:02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2024-01-01,1,82,126,58,0,0,19,0,100,110,0,57,58,0,1207,1048,9,1230,1215,0,0,171,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,71,0,0,0,91,2729,2761
2024-01-01,2,82,134,54,0,0,19,0,150,165,0,57,55,0,1000,1019,9,1238,1222,0,0,171,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,70,0,0,0,91,2588,2780
2024-01-01,3,82,96,32,0,0,18,0,85,238,0,62,61,0,1146,967,9,1239,1222,0,0,170,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,70,0,0,0,91,2637,2781
2024-01-01,4,82,118,47,0,0,18,0,60,243,0,57,57,0,900,751,9,1238,1221,0,0,171,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,70,0,0,0,91,2382,2582
2024-01-01,5,82,125,58,0,0,18,0,0,227,0,57,54,0,975,791,9,1238,1220,0,0,172,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,70,0,0,0,91,2404,2614
2024-01-01,6,82,145,62,0,0,18,0,140,340,0,62,62,0,1067,819,9,1238,1223,0,0,173,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,70,0,0,0,91,2661,2772
2024-01-01,7,0,51,57,0,0,18,0,185,365,0,57,57,0,985,802,9,1238,1222,0,0,173,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,91,0,0,0,9,2525,2795
2024-01-01,8,0,51,57,0,0,19,0,665,860,0,61,61,0,1140,913,9,1238,1222,0,0,172,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,92,0,0,0,9,3164,3407
2024-01-01,9,0,51,62,0,0,19,0,625,824,0,75,71,0,1100,939,9,1238,1222,0,0,170,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,92,0,0,0,9,3098,3407
2024-01-01,10,0,75,73,0,0,20,0,395,707,0,65,61,0,970,626,9,1238,1224,0,0,171,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,92,0,0,0,9,2752,2980
2024-01-01,11,0,75,77,0,0,20,0,415,751,0,65,62,0,930,624,9,1238,1228,0,0,171,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,92,0,0,0,9,2732,3033
2024-01-01,12,0,75,93,0,0,20,0,475,348,0,65,69,0,880,924,9,1238,1226,0,0,171,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,88,0,0,0,9,2742,2940
2024-01-01,13,0,75,66,0,0,19,0,100,99,0,65,68,0,805,884,9,1238,1229,0,0,171,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,89,0,0,0,9,2292,2631
2024-01-01,14,0,74,65,0,0,19,0,210,27,0,65,63,0,880,1012,9,1238,1226,0,0,171,0,0,2,0,0,0,0,9,5,0,0,0,0,0,0,0,0,89,0,0,0,9,2476,2679
2024-01-01,15,0,74,65,0,0,19,0,360,111,0,65,66,0,830,1117,9,1238,1220,0,0,171,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,89,0,0,0,9,2576,2867
2024-01-01,16,0,51,54,0,0,18,0,200,28,0,28,29,0,897,1150,9,1132,1115,0,0,172,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,89,0,0,0,9,2317,2660
2024-01-01,17,0,0,-5,0,0,19,2,200,54,0,28,28,0,1121,1268,9,1054,1042,0,0,171,0,0,2,0,0,0,0,9,5,0,0,0,0,0,0,0,0,89,0,0,0,11,2412,2673
2024-01-01,18,0,0,-9,0,0,20,146,435,132,1,8,8,0,1205,1347,9,1057,1045,0,0,171,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,89,0,0,0,156,2714,2814
2024-01-01,19,0,0,-1,0,0,21,0,560,296,0,25,24,0,1300,1572,9,1180,1162,0,0,171,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,89,0,0,0,9,3074,3346
2024-01-01,20,0,74,76,0,0,20,0,325,116,0,8,9,0,1300,1505,9,1120,1112,0,0,171,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,89,0,0,0,9,2836,3107
2024-01-01,21,0,51,45,0,0,19,1,175,-69,0,8,6,0,1015,1303,9,1238,1220,0,0,171,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,89,0,0,0,10,2496,2794
2024-01-01,22,0,51,49,0,0,19,0,0,-144,0,6,6,0,1150,1309,9,1238,1226,0,0,171,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,89,0,0,0,9,2454,2732
2024-01-01,23,0,74,63,0,0,19,0,0,-254,0,15,12,0,1000,1202,9,1237,1226,0,0,171,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,89,0,0,0,9,2335,2534
2024-01-01,24,82,74,0,0,0,18,0,0,-235,0,39,37,0,950,1179,9,1237,1226,0,0,172,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,89,0,0,0,91,2309,2486
2024-01-02,1,82,74,1,0,0,17,0,0,-150,0,39,36,0,1000,1102,9,1239,1223,0,0,173,0,0,2,0,0,0,0,9,-9,0,0,0,0,0,1,0,0,89,0,0,0,91,2361,2485
2024-01-02,2,82,74,-4,0,0,16,0,0,-254,0,39,37,0,1000,1227,9,1238,1224,0,0,173,0,0,2,0,0,0,0,9,-10,0,0,0,0,0,1,0,0,67,0,0,0,91,2360,2479
2024-01-02,3,82,74,4,0,0,16,0,50,-213,0,39,39,0,1000,1286,9,1238,1223,0,0,173,0,0,1,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,66,0,0,0,91,2410,2590
2024-01-02,4,82,74,-8,0,0,16,0,150,-170,0,0,1,0,1000,1299,9,1238,1221,0,0,171,0,0,1,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,66,0,0,0,91,2471,2591
2024-01-02,5,82,74,-15,0,0,16,0,290,55,0,39,35,0,995,1281,9,1238,1223,0,0,170,0,0,1,0,0,0,0,9,-8,0,0,0,0,0,1,0,0,66,0,0,0,91,2645,2825
2024-01-02,6,82,74,-12,0,0,15,0,685,486,0,39,39,0,1000,1133,9,1239,1223,0,0,170,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,66,0,0,0,91,3046,3119
2024-01-02,7,0,37,30,0,0,16,0,810,649,0,74,67,0,1000,1233,9,804,1107,0,0,170,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,66,0,0,0,9,2734,3338
2024-01-02,8,0,54,68,0,0,17,0,975,836,0,35,36,0,1300,1431,9,872,841,0,0,170,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,0,0,0,66,0,0,0,9,3245,3461
2024-01-02,9,0,74,80,0,0,18,0,725,844,0,75,76,0,1300,1191,9,905,935,0,0,170,0,0,2,0,0,0,0,9,-9,0,0,0,0,0,1,0,0,66,0,0,0,9,3088,3374
2024-01-02,10,0,150,143,0,0,18,0,625,964,0,0,-1,0,1300,963,9,1087,1074,0,0,170,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,0,0,0,66,0,0,0,9,3171,3393
2024-01-02,11,0,126,128,0,0,19,0,575,880,0,0,0,0,1263,908,9,1239,1218,0,0,171,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,67,0,0,0,9,3212,3392
2024-01-02,12,0,150,155,0,0,19,0,887,1102,0,0,0,0,1300,1026,9,1141,1126,0,0,171,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,67,0,0,0,9,3487,3667
2024-01-02,13,0,124,138,0,0,19,0,972,1051,0,0,0,0,1249,1175,9,1070,1060,0,0,171,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,0,0,0,67,0,0,0,9,3424,3679
2024-01-02,14,0,126,118,0,0,19,0,847,810,0,0,0,0,1187,1201,9,1054,1043,0,0,172,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,67,0,0,0,9,3223,3429
2024-01-02,15,0,112,122,0,0,19,0,846,715,0,0,0,0,1410,1462,9,1054,1048,0,0,172,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,0,0,0,78,0,0,0,9,3431,3615
2024-01-02,16,0,126,126,0,0,19,0,775,686,0,0,0,0,1461,1539,9,1192,1175,0,0,172,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,90,0,0,0,9,3563,3810
2024-01-02,17,0,92,111,0,0,20,0,796,850,0,0,0,0,1750,1704,9,1239,1224,0,0,173,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,90,0,0,0,9,3886,4174
2024-01-02,18,0,107,107,0,0,21,0,1075,990,0,0,0,0,1675,1768,9,1187,1171,0,0,172,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,89,0,0,0,9,4053,4320
2024-01-02,19,0,92,104,0,0,21,0,1396,1257,0,0,0,0,1683,1811,9,1140,1129,0,0,172,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,88,0,0,0,9,4320,4584
2024-01-02,20,0,92,93,0,0,20,0,1332,1334,0,0,0,0,1750,1739,9,1202,1185,0,0,172,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,91,0,0,0,9,4385,4637
2024-01-02,21,0,124,115,0,0,20,0,1450,1394,0,0,0,0,1750,1808,9,1153,1143,0,0,172,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,91,0,0,0,9,4486,4748
2024-01-02,22,0,92,84,0,0,20,0,1322,1270,0,0,0,0,1679,1702,9,1239,1222,0,0,172,0,0,2,0,0,0,0,9,11,0,0,0,0,0,0,0,0,70,0,0,0,9,4341,4553
2024-01-02,23,0,147,84,0,0,19,0,1097,1123,0,0,0,0,1450,1515,9,1239,1226,0,0,172,0,0,2,0,0,0,0,9,33,0,0,0,0,0,1,0,0,70,0,0,0,9,3942,4245
2024-01-02,24,82,166,98,0,0,18,0,1229,1048,0,0,0,0,1269,1390,9,1200,1188,0,0,172,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,69,0,0,0,91,3873,4008
2024-01-03,1,82,131,62,0,0,17,0,957,741,0,0,0,0,1273,1446,9,1239,1224,0,0,172,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,69,0,0,0,91,3609,3747
2024-01-03,2,82,107,32,0,0,17,0,1082,708,0,0,0,0,1323,1570,9,1238,1225,0,0,172,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,69,0,0,0,91,3759,3812
2024-01-03,3,82,178,83,0,0,16,0,701,478,0,0,0,0,1375,1574,9,1234,1223,0,0,172,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,47,0,0,0,91,3497,3597
2024-01-03,4,82,160,82,0,0,16,0,838,670,0,0,0,0,1173,1335,9,1234,1219,0,0,173,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,47,0,0,0,91,3414,3541
2024-01-03,5,82,188,107,0,0,16,0,715,831,0,0,0,0,1173,1108,9,1234,1218,0,0,173,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,69,0,0,0,91,3319,3518
2024-01-03,6,82,230,140,0,0,17,0,1291,1224,0,0,0,0,1157,1267,9,1238,1225,0,0,173,0,0,2,0,0,0,0,9,-10,0,0,0,0,0,1,0,0,70,0,0,0,91,3925,4109
2024-01-03,7,0,133,142,0,0,17,0,1236,1264,0,0,0,0,1450,1470,9,1239,1226,0,0,173,0,0,2,0,0,0,0,9,-22,0,0,0,0,0,1,0,0,70,0,0,0,9,4067,4343
2024-01-03,8,0,126,133,0,0,18,0,1325,1069,0,0,0,0,1326,1626,9,1239,1217,0,0,172,0,0,2,0,0,0,0,9,-18,0,0,0,0,0,1,0,0,91,0,0,0,9,4025,4311
2024-01-03,9,0,126,128,0,0,19,0,1206,986,0,0,0,0,1526,1701,9,673,691,0,0,172,0,0,2,0,0,0,0,9,-18,0,0,0,0,0,1,0,0,91,0,0,0,9,3540,3773
2024-01-03,10,0,126,131,0,0,20,0,1347,1209,0,0,0,0,1221,1390,9,654,632,0,0,172,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,1,0,0,91,0,0,0,9,3357,3628
2024-01-03,11,0,126,130,0,0,21,0,1450,1470,0,0,0,0,1266,1275,9,258,263,0,0,173,0,0,2,0,0,0,0,9,-17,0,0,0,0,0,1,0,0,69,0,0,0,9,3109,3387
2024-01-03,12,0,126,125,0,0,21,0,1147,1280,0,0,0,0,1038,909,9,647,641,0,0,172,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,1,0,0,69,0,0,0,9,2967,3200
2024-01-03,13,0,150,144,0,0,21,0,785,1047,0,0,0,0,1092,836,9,655,642,0,0,172,0,0,2,0,0,0,0,9,-15,0,0,0,0,0,1,0,0,69,0,0,0,9,2691,2919
2024-01-03,14,0,145,152,0,0,20,0,575,766,0,0,0,0,1425,1160,9,654,645,0,0,173,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,91,0,0,0,9,2808,3019
2024-01-03,15,0,145,149,0,0,20,0,450,492,0,0,0,0,1476,1400,9,720,662,0,0,172,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,91,0,0,0,9,2800,3013
2024-01-03,16,0,150,165,0,0,20,0,398,468,0,0,0,0,1656,1537,9,624,607,0,0,172,0,0,2,0,0,0,0,9,32,0,0,0,0,0,1,0,0,95,0,0,0,9,2837,3099
2024-01-03,17,0,117,178,0,0,21,0,820,848,0,0,0,0,1700,1625,9,434,432,0,0,171,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,95,0,0,0,9,3080,3382
2024-01-03,18,0,37,77,0,0,22,0,618,723,0,0,0,0,1579,1457,9,607,587,0,0,170,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,95,0,0,0,9,2850,3148
2024-01-03,19,0,37,49,0,0,23,0,925,766,0,0,0,0,1700,1887,316,645,341,0,0,168,0,0,2,0,0,0,0,9,39,0,0,0,0,0,1,0,0,95,0,0,0,316,3316,3371
2024-01-03,20,0,150,121,0,0,22,0,1007,830,0,0,0,0,1750,1919,9,582,571,0,0,168,0,0,2,0,0,0,0,9,43,0,0,0,0,0,1,0,0,95,0,0,0,9,3498,3772
2024-01-03,21,0,126,128,0,0,22,0,760,692,0,0,0,0,1289,1432,9,624,615,0,0,168,0,0,2,0,0,0,0,9,26,0,0,0,0,0,1,0,0,95,0,0,0,9,2808,3181
2024-01-03,22,0,100,96,0,0,22,0,1057,843,0,0,0,0,1439,1645,9,624,615,0,0,168,0,0,2,0,0,0,0,9,-18,0,0,0,0,0,1,0,0,72,0,0,0,9,3229,3446
2024-01-03,23,0,105,101,0,0,21,0,1182,991,0,0,0,0,1339,1570,9,624,613,0,0,169,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,72,0,0,0,9,3259,3536
2024-01-03,24,82,186,104,0,0,20,0,1212,1276,0,0,0,0,1316,1340,9,579,570,0,0,169,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,72,0,0,0,91,3302,3565
2024-01-04,1,82,164,95,0,0,19,0,1237,1151,0,0,0,0,1400,1315,9,624,677,0,0,170,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,69,0,0,0,91,3434,3514
2024-01-04,2,82,157,71,0,0,18,0,1112,1277,0,0,0,0,1450,1336,9,1219,1190,0,0,171,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,46,0,0,0,91,3947,4127
2024-01-04,3,82,162,69,0,0,18,0,1450,1522,0,0,0,0,1450,1363,9,1239,1223,0,0,171,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,45,0,0,0,91,4310,4425
2024-01-04,4,82,128,55,0,0,18,0,1353,1531,0,0,0,0,1450,1287,9,1238,1226,0,0,172,0,0,2,0,0,0,0,9,12,0,0,0,0,0,0,0,0,45,0,0,0,91,4178,4348
2024-01-04,5,82,138,61,0,0,18,0,1378,1512,0,0,0,0,1450,1381,9,1239,1227,0,0,172,0,0,2,0,0,0,0,9,13,0,0,0,0,0,0,0,0,45,0,0,0,91,4214,4431
2024-01-04,6,82,174,87,0,0,18,0,1370,1458,0,0,0,0,1450,1332,9,1230,1216,0,0,172,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,66,0,0,0,91,4233,4365
2024-01-04,7,0,138,130,0,0,19,0,1418,1599,0,0,0,0,1450,1322,9,1229,1214,0,0,171,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,0,0,68,0,0,0,9,4244,4532
2024-01-04,8,0,141,144,0,0,20,0,1418,1424,0,0,0,0,1749,1707,9,1239,1224,0,0,170,0,0,2,0,0,0,0,9,3,0,0,0,0,0,0,0,0,83,0,0,0,9,4556,4777
2024-01-04,9,0,150,165,0,0,21,0,1418,1029,0,0,0,0,1333,1617,9,1239,1225,0,0,169,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,81,0,0,0,9,4149,4313
2024-01-04,10,0,126,121,0,0,21,0,1297,905,0,0,0,0,1013,1396,9,1239,1224,0,0,169,0,0,2,0,0,0,0,9,6,0,0,0,0,0,0,0,0,79,0,0,0,9,3684,3923
2024-01-04,11,0,150,143,0,0,21,0,1197,1024,0,0,0,0,1447,1571,9,1230,1212,0,0,171,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,79,0,0,0,9,4033,4236
2024-01-04,12,0,126,130,0,0,21,0,1053,918,0,0,0,0,1227,1459,9,1074,1070,0,0,170,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,79,0,0,0,9,3489,3861
2024-01-04,13,0,126,123,0,0,21,0,732,724,0,0,0,0,1507,1495,9,1239,1214,0,0,171,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,79,0,0,0,9,3613,3835
2024-01-04,14,0,101,102,0,0,20,0,325,499,0,0,0,0,1750,1519,18,1009,996,0,0,172,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,79,0,0,0,18,3194,3387
2024-01-04,15,0,150,161,0,0,20,0,300,468,0,0,0,0,1710,1476,18,1209,1177,0,0,173,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,79,0,0,0,18,3378,3561
2024-01-04,16,0,99,114,0,0,20,0,300,450,0,0,0,0,1621,1412,9,1109,1085,0,0,173,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,78,0,0,0,9,3138,3348
2024-01-04,17,0,150,151,0,0,21,2,860,810,0,0,0,0,1594,1574,9,662,652,0,0,171,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,78,0,0,0,11,3275,3470
2024-01-04,18,0,74,86,0,0,23,97,1240,1120,0,0,0,0,1499,1509,509,794,291,0,0,171,0,0,2,0,0,0,0,9,-15,0,0,0,0,0,1,0,0,78,0,0,0,606,3616,3266
2024-01-04,19,0,50,54,0,0,24,0,990,888,0,0,0,0,1397,1473,216,557,346,0,0,170,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,80,0,0,0,216,3003,3049
2024-01-04,20,0,87,83,0,0,23,8,1097,909,0,0,0,0,1364,1528,84,609,523,0,0,170,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,83,0,0,0,92,3166,3346
2024-01-04,21,0,126,124,0,0,23,0,1158,984,0,0,0,25,1419,1534,9,546,539,0,0,170,0,0,2,0,0,0,0,9,23,0,0,0,0,0,1,0,0,83,0,0,0,34,3258,3483
2024-01-04,22,0,150,152,0,0,22,0,1353,989,0,0,0,0,1114,1502,9,654,655,0,0,170,0,0,2,0,0,0,0,9,26,0,0,0,0,0,0,0,0,84,0,0,0,9,3280,3602
2024-01-04,23,0,101,91,0,0,21,0,829,657,0,0,0,0,1183,1351,9,1148,1119,0,0,170,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,84,0,0,0,9,3270,3511
2024-01-04,24,82,71,136,0,0,20,0,1025,902,0,0,0,0,1438,1383,9,1133,1123,0,0,171,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,64,0,0,0,91,3676,3817
2024-01-05,1,82,173,80,0,0,19,0,1125,1012,0,0,0,0,1450,1521,9,1239,1220,0,0,165,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,64,0,0,0,91,3996,4095
2024-01-05,2,82,181,93,0,0,18,0,900,885,0,0,0,0,1450,1532,9,1079,1066,0,0,239,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,64,0,0,0,91,3619,3922
2024-01-05,3,82,130,50,0,0,18,0,1193,967,0,0,0,0,1450,1616,9,1094,1083,0,0,240,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,43,0,0,0,91,3876,4041
2024-01-05,4,82,232,102,0,0,17,0,1039,883,0,0,0,0,1253,1493,9,1154,1141,0,0,241,0,0,2,0,0,0,0,9,20,0,0,0,0,0,1,0,0,43,0,0,0,91,3687,3943
2024-01-05,5,82,222,102,0,0,17,0,1100,849,0,0,0,0,1303,1562,9,1139,1123,0,0,241,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,43,0,0,0,91,3773,3954
2024-01-05,6,82,176,104,0,0,17,0,1206,1031,0,0,0,0,1333,1432,9,1043,1034,0,0,240,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,64,0,0,0,91,3767,3936
2024-01-05,7,0,126,137,0,0,17,0,1339,1293,0,0,0,0,1449,1524,9,1077,1053,0,0,239,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,86,0,0,0,9,4000,4354
2024-01-05,8,0,126,125,0,0,18,0,1310,1318,0,0,0,0,1433,1444,9,578,565,0,0,238,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,86,0,0,0,9,3456,3800
2024-01-05,9,0,126,136,0,0,19,0,1252,1250,0,0,0,0,1523,1488,288,612,338,0,0,237,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,86,0,0,0,288,3522,3559
2024-01-05,10,0,150,142,0,0,20,0,962,1182,0,0,0,0,1204,943,9,899,881,0,0,237,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,86,0,0,0,9,3224,3496
2024-01-05,11,0,126,141,0,0,20,0,862,1013,0,0,0,0,1288,1076,9,790,794,0,0,237,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,66,0,0,0,9,3075,3356
2024-01-05,12,0,126,131,0,0,20,0,722,804,0,0,0,0,1509,1379,9,996,990,0,0,236,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,65,0,0,0,9,3362,3629
2024-01-05,13,0,100,106,0,0,21,0,415,616,0,0,0,0,1545,1305,9,1239,1219,0,0,237,0,0,2,0,0,0,0,9,5,0,0,0,0,0,0,0,0,66,0,0,0,9,3308,3577
2024-01-05,14,0,150,149,0,0,21,0,315,541,0,0,0,0,1750,1447,9,1239,1225,0,0,235,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,0,0,0,66,0,0,0,9,3463,3682
2024-01-05,15,0,150,151,0,0,21,0,215,330,0,0,0,0,1539,1350,9,1194,1215,0,0,235,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,66,0,0,0,9,3107,3371
2024-01-05,16,0,150,149,0,0,21,0,240,484,0,0,0,0,1528,1360,9,737,749,0,0,234,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,89,0,0,0,9,2664,3096
2024-01-05,17,0,133,133,0,0,21,0,480,534,0,0,0,0,1353,1259,9,1122,1086,0,0,234,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,90,0,0,0,9,3097,3370
2024-01-05,18,0,117,119,0,0,22,15,693,602,0,0,0,0,1187,1260,9,713,704,0,0,233,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,90,0,0,0,24,2719,3057
2024-01-05,19,0,34,42,0,0,22,140,585,450,0,0,0,0,1396,1365,9,547,540,0,0,234,0,0,2,0,0,0,0,9,19,0,0,0,0,0,1,0,0,90,0,0,0,149,2571,2765
2024-01-05,20,0,82,70,0,0,21,0,659,644,0,0,0,0,1555,1521,9,628,622,0,0,238,0,0,2,0,0,0,0,9,25,0,0,0,0,0,1,0,0,90,0,0,0,9,2933,3234
2024-01-05,21,0,9,9,0,0,21,0,635,652,0,0,0,0,1611,1587,9,740,737,0,0,239,0,0,2,0,0,0,0,9,33,0,0,0,0,0,0,0,0,90,0,0,0,9,3004,3370
2024-01-05,22,0,57,42,0,0,20,0,385,490,0,0,0,0,1627,1492,9,1097,1078,0,0,240,0,0,2,0,0,0,0,9,39,0,0,0,0,0,0,0,0,90,0,0,0,9,3175,3493
2024-01-05,23,0,60,55,0,0,20,0,645,572,0,0,0,0,1450,1505,9,1218,1206,0,0,240,0,0,2,0,0,0,0,9,40,0,0,0,0,0,0,0,0,68,0,0,0,9,3382,3708
2024-01-05,24,82,164,85,0,0,19,0,330,332,0,0,0,0,1450,1586,9,1239,1226,0,0,240,0,0,2,0,0,0,0,9,43,0,0,0,0,0,1,0,0,68,0,0,0,91,3192,3602
2024-01-06,1,82,182,108,0,0,18,0,400,149,0,0,0,0,1425,1757,9,1183,1170,0,0,360,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,68,0,0,0,91,3199,3643
2024-01-06,2,82,208,81,0,0,18,0,0,-162,0,0,0,0,1390,1621,9,1231,1215,0,0,361,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,47,0,0,0,91,2838,3197
2024-01-06,3,82,150,51,0,0,17,0,50,-213,0,0,0,0,1437,1699,9,1231,1215,0,0,348,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,47,0,0,0,91,2877,3178
2024-01-06,4,82,132,60,0,0,17,0,228,193,0,0,0,0,1450,1505,9,1238,1223,0,0,348,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,47,0,0,0,91,3057,3403
2024-01-06,5,82,132,55,0,0,17,0,272,273,0,0,0,0,1450,1403,9,1238,1223,0,0,347,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,47,0,0,0,91,3101,3374
